id,pt_desc1,pt_desc2,pt_um,pt_prod_line,pt_vend
HAZ1040ZZ,WF-2901(0.23) WID 3.0,TAPE,M,W001,NULL
HAZ1041ZZ,WF-2901(0.23) WID 3.5,TAPE,M,W001,NULL
HAZ1042ZZ,WF-2901(0.23) WID 4.0,TAPE,M,W001,NULL
HAZ1043ZZ,WF-2901(0.23) WID 4.5,TAPE,M,W001,NULL
HAZ1044ZZ,WF-2901(0.23) WID 5.0,TAPE,M,W001,NULL
HAZ1045ZZ,WF-2901(0.23) WID 6.0,TAPE,M,W001,NULL
HAZ1046ZZ,WF-2901(0.23) WID 6.5,TAPE,M,W001,NULL
HAZ1049ZZ,CP-3002 WID5,TAPE,M,R001,VS027H0C
HAZ1050ZZ,CP-3002 WID8,TAPE,M,R001,VS027H0C
HAZ1053ZZ,WF-2901(0.42) WID 7.5,TAPE,M,W001,NULL
HAZ1072ZZ,WF-2901(0.42) WID 8.5,TAPE,M,W001,NULL
HAZ1079ZZ,WF-2901(0.42) WID 7.0,TAPE,M,W001,NULL
HAZ1080ZZ,WF-2901(0.23) WID 8.0,TAPE,M,W001,NULL
HAZ1081ZZ,WF-2901(0.42) WID 5.5,TAPE,M,W001,NULL
HAZ1082ZZ,CP-3002 WID4,TAPE,M,R001,VS027H0C
HAZ1091ZZ,WF-2901(0.23) WID 7.0,TAPE,M,W001,NULL
HAZ1092ZZ,WF-2901(0.42) WID 10,TAPE,M,W001,NULL
HAZ1093ZZ,WF-2901(0.42) WID 12,TAPE,M,W001,NULL
HAZ1098ZZ,WF-2901(0.23) WID 5.5,TAPE,M,W001,NULL
HAZ1101ZZ,WF-2901(0.23) WID 8.5,TAPE,M,W001,NULL
HAZ1105ZZ,CP-3002 WID 10,TAPE,M,R001,VS027H0C
HAZ1106ZZ,1E075 WID 10,TAPE,M,R001,NULL
HAZ1108ZZ,1E075 WID 3,TAPE,M,R001,NULL
HAZ1110ZZ,NO.560S#3 WID 5.5,TAPE,M,W001,VS025U0H
HAZ1114ZZ,WF-2901(0.23) WID 9.0,TAPE,M,W001,NULL
HAZ1125ZZ,WF-2901(0.23) WID 10.0,TAPE,M,W001,NULL
HAZ1126ZZ,WF-2901(0.42) WID 9.0,TAPE,M,W001,NULL
HAZ1135ZZ,WF-2901(0.42) WID 3.2,TAPE,M,W001,NULL
HAZ1148ZZ,NO.831S WID12,TAPE,M,R001,VS025U0H
HAZ1150ZZ,WF-2901(0.23) WID 14.0,TAPE,M,W001,NULL
HAZ1156ZZ,NO.560S#3 WID 7,TAPE,M,W001,VS025U0H
HAZ1157ZZ,WF-2901(0.23) WID 3.2,TAPE,M,W001,NULL
HAZ1158ZZ,MFT NO.831S WID 3,TAPE,M,R001,VS025U0H
HAZ1159ZZ,CT25 WID 970x66M MLK,TAPE,M,R001,VS027H0C
HAZ1160ZZ,CT50 WID 970x50M MLK,TAPE,M,R001,VS027H0C
HAZ1161ZZ,WF-2901(0.23) WID 960,TAPE,M,R001,VS027H0C
HAZ1162ZZ,WF-2901(0.42) WID 960,TAPE,M,R001,VS027H0C
HAZ1163ZZ,NO.560S#3 WID 9,TAPE,M,W001,VS025U0H
HAZ1164ZZ,CT25 WID 970x66M BLU,TAPE,M,R001,VS027H0C
HAZ1165ZZ,CT25 WID 970x66M CLR,TAPE,M,R001,VS027H0C
HAZ1166ZZ,CT25 WID 970x66M GRN,TAPE,M,R001,VS027H0C
HAZ1167ZZ,CT25 WID 970x66M YEL,TAPE,M,R001,VS027H0C
HAZ1168ZZ,CT50 WID 970x50M BLU,TAPE,M,R001,VS027H0C
HAZ1169ZZ,CT50 WID 970x50M GRN,TAPE,M,R001,VS027H0C
HAZ1170ZZ,CT50 WID 970x50M YEL,TAPE,M,R001,VS027H0C
HAZ1172ZZ,NO.673F(0.27) WID 980X30,TAPE,M,R001,VS025U0H
HAZ1173ZZ,NO.673F(0.50) WID 980X30,TAPE,M,R001,VS025U0H
HAZ1175ZZ,NO.560S#3 WID 860x50,TAPE,M,R001,VS025U0H
HAZ1176ZZ,WF-2901(0.42) WID 12.5,TAPE,M,W001,NULL
HAZ1177ZZ,WF-2901(0.42) WID 10.5,TAPE,M,W001,VS027H0C
HAZ1178ZZ,CT50 WID 970x50M RED,TAPE,M,R001,VS027H0C
HAZ1179ZZ,CT25 WID 970x66M RED,TAPE,M,R001,VS027H0C
HAZ1180ZZ,WF-2901(0.42) WID 14,TAPE,M,W001,NULL
HAZ1207ZZ,NO.560S#2 WID10 WHT,TAPE,M,W001,NULL
HAZ1222ZZ,WF-2901(0.23) WID 7.5,TAPE,M,W001,NULL
HAZ1223ZZ,WF-2901 (0.20) WID3.0,TAPE,M,W001,NULL
HAZ1224ZZ,WF-2901 (0.20) WID960*20,TAPE,M,R001,VS027H0C
HAZ1225ZZ,1E075 WID12,TAPE,M,R001,NULL
HAZ1226ZZ,WF-2901(0.42) WID 13.5,TAPE,M,W001,NULL
HAZ1228ZZ,NO.673F(0.5) WID 10.5,TAPE,M,W001,NULL
HAZ1230ZZ,WF-2901(0.23)WID960X30M,TAPE,M,R001,VS027H0C
HAZ1231ZZ,WF-2901(0.42)WID960X30M,TAPE,M,R001,VS027H0C
HAZ1232ZZ,CT25 WID 970X100M YEL,TAPE,M,R001,VS027H0C
HAZ1233ZZ,CT25 WID 970X100M MLK,TAPE,M,R001,VS027H0C
HAZ1234ZZ,CT50 WID 970X100M YEL,TAPE,M,R001,VS027H0C
HAZ1235ZZ,CT25 WID 970X100M BLU,TAPE,M,R001,VS027H0C
HAZ1236ZZ,CT25 WID 970X100M CLR,TAPE,M,R001,VS027H0C
HAZ1237ZZ,CT25 WID 970X100M GRN,TAPE,M,R001,VS027H0C
HAZ1238ZZ,CT25 WID 970X100M RED,TAPE,M,R001,VS027H0C
HAZ1239ZZ,CT50 WID 970X100M BLU,TAPE,M,R001,VS027H0C
HAZ1240ZZ,CT50 WID 970X100M GRN,TAPE,M,R001,VS027H0C
HAZ1241ZZ,CT50 WID 970X100M MLK,TAPE,M,R001,VS027H0C
HAZ1242ZZ,CT50 WID 970X100M RED,TAPE,M,R001,VS027H0C
HAZ1243ZZ,WF-2901(0.20) WID4.0,TAPE,M,W001,NULL
HGF30050L,E-651U-1 0.5 DIA,TUBE,M,R001,VS025U0H
HGF30080L,E-651U-1 0.8 DIA,TUBE,M,R001,VS025U0H
HGF30100L,E-651U-1 1.0DIA,TUBE,M,R001,VS025U0H
HGF30200L,E-651U-1 2.0DIA,TUBE,M,R001,VS025U0H
HGN00100L,S-693-F-1 1.0 DIA WHT,TUBE,M,R001,VS025U0H
HGW30100B,SUMITUBE F2Z 1.0 DIA BLK,TUBE,M,R001,VS025U0H
HGW30100H,SUMITUBE F2Z 1.0 DIA BLU,TUBE,M,R001,VS025U0H
HGW30300B,SUMITUBE F2Z 3.0 DIA BLK,TUBE,M,R001,VS025U0H
HGZ0006ZZ,RSU-1 1.0 DIA,TUBE,M,R001,VS034U0V
HGZ0009ZZ,RSU-1 0.8 DIA,TUBE,M,R001,VS034U0V
HGZ0053ZZ,S-693-600 0.8 DIA WHT,TUBE,M,R001,VS025U0H
HGZ0057ZZ,S-693-600 3.0 DIA WHT,TUBE,M,R001,VS025U0H
HGZ0337ZB,S-693-600 3.0 DIA BLK,TUBE,M,R001,VS025U0H
HGZ0348ZZ,RSU-1 0.5 DIA,TUBE,M,R001,VS034U0V
HGZ0410ZZ,RSU-1 1.2 DIA,TUBE,M,R001,VS034U0V
JAP0033ZZ,WP-2952F-2G (Y),VARNISH,KG,R001,VS018U0C
JAP0038ZZ,WP-2952F-2G (YS),VARNISH,KG,R001,VS018U0C
JAP0041ZZ,DVB-2085A,VARNISH,KG,R001,VS023U0V
JAP0042ZZ,DVB-2085B,VARNISH,KG,R001,VS023U0V
JAP0043ZZ,DTE-2085,THINNER,KG,R001,VS023U0V
JDZ0001ZZ,WAXREX2480,WAX,KG,R001,VSZ01U0C
JEZ0017ZZ,CT-38T2,CATALYST,KG,R001,VS018U0C
JEZ0020ZZ,CT-48(C),CATALYST,KG,R001,VS018U0C
MAG18411G,PM-EI28V-M1,BOBBIN,P,R001,VS025U0H
MAG59062G,PM-EEX31BS-M2,BOBBIN,P,R001,VSZ02U0C
MAG59141G,PM-PQ2020BH-M1,BOBBIN,P,R001,VS044U0V
MAG59151G,PM-PQ2820AH-M1,BOBBIN,P,R001,VS015U0C
MAG59172G,PM-EE22FS-M2,BOBBIN,P,R001,NULL
MAG59314G,PM-EPC51AH-L1,BOBBIN,P,R001,VS013U0H
MAG59315G,PM-EPC51AH-L2,BOBBIN,P,R001,VS013U0H
MAG59317G,PM-EES51DH-L1,BOBBIN,P,R001,VS013U0H
MAG59318G,PM-EES51DH-L2,BOBBIN,P,R001,VS013U0H
MAG59319G,PM-EES51DH-L3,BOBBIN,P,R001,VS013U0H
MAG59329G,PM-EE22FH-M1,BOBBIN,P,R001,VS015U0C
MAG59330G,PM-EE22FH-M2,BOBBIN,P,R001,VS015U0C
MAG59331G,PM-EES38AH-M2,BOBBIN,P,R001,VS017U0C
MAG59333G,PM-EPC44B-2SH-M4,BOBBIN,P,R001,VS017U0C
MAG59343G,PM-PQ2620EV-M3,BOBBIN,P,R001,VS038U0V
MAG59351G,PM-EE25EV-M1,BOBBIN,P,R001,VS038U0V
MAG59352G,PM-EE25EV-M2,BOBBIN,P,R001,VS038U0V
MAG59361G,PM-EE25DH-M1,BOBBIN,P,R001,VS015U0C
MAG59363G,PM-EE25DH-M3,BOBBIN,P,R001,VS015U0C
MAG59364G,PM-EE25DH-M4,BOBBIN,P,R001,VS015U0C
MAG59372G,PM-EES38AV-M2,BOBBIN,P,R001,VS038U0V
MAG59401G,PM-EER35A-2SV-M1,BOBBIN,P,R001,VS038U0V
MAG59402G,PM-EER35A-2SV-M2,BOBBIN,P,R001,VS038U0V
MAG59403G,PM-EER35A-2SV-M3,BOBBIN,P,R001,VS038U0V
MAG59411G,PM-EER28DV-M1,BOBBIN,P,R001,VS038U0V
MAG59413G,PM-EER28DV-M3,BOBBIN,P,R001,VS038U0V
MAG59417G,PM-EER28DV-M7,BOBBIN,P,R001,VS038U0V
MAG59418G,PM-EER28DV-M8,BOBBIN,P,R001,VS038U0V
MAG59420G,PM-EER28DV-M10,BOBBIN,P,R001,VS038U0V
MAG59422G,PM-EER28DV-M12,BOBBIN,P,R001,VS038U0V
MAG59423G,PM-EER28DV-M13,BOBBIN,P,R001,VS038U0V
MAG59424G,PM-EER28DV-M14,BOBBIN,P,R001,VS038U0V
MAG59425G,PM-EER28DV-M15,BOBBIN,P,R001,VS038U0V
MAG59426G,PM-EER28DV-M16,BOBBIN,P,R001,VS038U0V
MAG59427G,PM-EER28DV-M17,BOBBIN,P,R001,VS038U0V
MAG59428G,PM-EER28DV-M18,BOBBIN,P,R001,VS038U0V
MAG59431G,PM-EER35JV-M1,BOBBIN,P,R001,VS038U0V
MAG59434G,PM-EER35JV-M4,BOBBIN,P,R001,VS038U0V
MAG59441G,PM-EER28HV-M1,BOBBIN,P,R001,VS038U0V
MAG59442G,PM-EER28HV-M2,BOBBIN,P,R001,VS038U0V
MAG59443G,PM-EER28HV-M3,BOBBIN,P,R001,VS038U0V
MAG59462G,PM-EEL22KH-M2,BOBBIN,P,R001,VS015U0C
MAG59463G,PM-EEL22KH-M3,BOBBIN,P,R001,VS015U0C
MAG59492G,PM-EER28HVP-M2,BOBBIN,P,R001,VS044U0V
MAG59493G,PM-EER28HVP-M3,BOBBIN,P,R001,VS044U0V
MAG59494G,PM-EER28HVP-M4,BOBBIN,P,R001,VS044U0V
MAG59502G,PM-EER25BV-M2,BOBBIN,P,R001,VS044U0V
MAG59512G,PM-ERL-28-HH-MS2 P-2809,BOBBIN,P,R001,VS044U0V
MAG59553G,PM-EER42EV-M2,BOBBIN,P,R001,VS044U0V
MAG59554G,PM-EER42EV-M3,BOBBIN,P,R001,VS044U0V
MAG59558G,PM-EER42EV-M7,BOBBIN,P,R001,VS044U0V
MAG59560G,PM-EER42EV-M9,BOBBIN,P,R001,VS044U0V
MAG59561G,PM-EER42EV-M10,BOBBIN,P,R001,VS044U0V
MAG59562G,PM-EER42EV-M11,BOBBIN,P,R001,VS044U0V
MAG90113G,PM-EERL28C-M3,BOBBIN,P,R001,VS022J0J
MAG90221G,PM-EEH29GH-M1,BOBBIN,P,R001,VS015U0C
MAG90222G,PM-EEH29GH-M2,BOBBIN,P,R001,VS015U0C
MAG90270G,PM-EER49AT-M5,BOBBIN,P,R001,VS039U0T
MAG90381G,PM-EES21A-2SH-L1,BOBBIN,P,R001,VS017U0C
MAG90642G,PM-EEHS29BT-M2,BOBBIN,P,R001,VS039U0T
MAG90678G,PM-EEH22C-2SH-M3,BOBBIN,P,R001,VS013U0H
MAG90681G,PM-EEHS29CH-M1,BOBBIN,P,R001,VS015U0C
MAG90682G,PM-EEHS29CH-M2,BOBBIN,P,R001,VS015U0C
MAG90684G,PM-EEHS29CH-M4,BOBBIN,P,R001,VS015U0C
MAG90741G,PM-EEHS29DT-M1,BOBBIN,P,R001,VS017U0C
MAG90756G,PM-EER40H-M1 P-4005,BOBBIN,P,R001,VS017U0C
MAG90801G,PM-EEH29A-3SH-M1,BOBBIN,P,R001,VS010U0C
MAG90806G,PM-EEH29A-3SH-M6,BOBBIN,P,R001,VS010U0C
MAG90810G,PM-EEH29A-3SH-M10,BOBBIN,P,R001,VSZ01U0C
MAG90811G,PM-EEHS29BH-M1,BOBBIN,P,R001,VS015U0C
MAG90812G,PM-EEHS29BH-M2,BOBBIN,P,R001,VS015U0C
MAG90815G,PM-EEHS29BH-M5,BOBBIN,P,R001,VS015U0C
MAG90817G,PM-EEHS29BH-M7,BOBBIN,P,R001,VS015U0C
MAG90818G,PM-EEHS29BH-M8,BOBBIN,P,R001,VS015U0C
MAG90821G,PM-EEH29AA-2SAH-M1,BOBBIN,P,R001,VS015U0C
MAG90825G,PM-EEH29AA-2SAH-M5,BOBBIN,P,R001,VS015U0C
MAG90835G,PM-EEH29AA-2SAH-M15,BOBBIN,P,R001,VS015U0C
MAG90836G,PM-EEH29AA-2SAH-M16,BOBBIN,P,R001,VS015U0C
MAG90837G,PM-EEH29AA-2SAH-M17,BOBBIN,P,R001,VS015U0C
MAG90838G,PM-EEH29AA-2SAH-M18,BOBBIN,P,R001,VS015U0C
MAG90841G,PM-EEH22D-2SH-M1,BOBBIN,P,R001,VS017U0C
MAG90845G,PM-EEH22D-2SH-M5,BOBBIN,P,R001,VS017U0C
MAG90846G,PM-EEH22D-2SH-M6,BOBBIN,P,R001,VS017U0C
MAG90847G,PM-EEH22D-2SH-M7,BOBBIN,P,R001,VS017U0C
MAG90848G,PM-EEH22D-2SH-M8,BOBBIN,P,R001,VS017U0C
MAG90851G,PM-EES14A-2SH-M1,BOBBIN,P,R001,VS015U0C
MAG90852G,PM-EES14A-2SH-M2,BOBBIN,P,R001,VS015U0C
MAG90853G,PM-EES14A-2SH-M3,BOBBIN,P,R001,VS015U0C
MAG90861G,PM-EE19A-3SH-K1,BOBBIN,P,R001,VS015U0C
MAG90862G,PM-EE19A-3SH-K2,BOBBIN,P,R001,VS052U0C
MAG90863G,PM-EE19A-3SH-K3,BOBBIN,P,R001,VS015U0C
MAG90901G,PM-EED29CH-M1,BOBBIN,P,R001,VS015U0C
MAG90911G,PM-EEH26A-2SH-M1,BOBBIN,P,R001,VS017U0C
MAG90912G,PM-EEH26A-2SH-M2,BOBBIN,P,R001,VS017U0C
MAG90914G,PM-EEH26A-2SH-M4,BOBBIN,P,R001,VS017U0C
MAG90915G,PM-EEH26A-2SH-M5,BOBBIN,P,R001,VS017U0C
MAG90961G,PM-EEH22B-2SH-M1,BOBBIN,P,R001,VS017U0C
MAG90969Z,PM-EER28DHH-M1,BOBBIN,P,R001,VS052U0C
MAG90971Z,PM-EER28DHH-M3,BOBBIN,P,R001,VS052U0C
MAG90975Z,PM-EER28DHH-M7,BOBBIN,P,R001,VS052U0C
MAG90976Z,PM-EER28DHH-M8,BOBBIN,P,R001,VS052U0C
MAG90978Z,PM-EER28DHH-M10,BOBBIN,P,R001,VS052U0C
MAG90980Z,PM-EER28DHH-M12,BOBBIN,P,R001,VS052U0C
MAG90981Z,PM-EER28DHH-M13,BOBBIN,P,R001,VS052U0C
MAG90982Z,PM-EER28DHH-M14,BOBBIN,P,R001,VS052U0C
MAG90983Z,PM-EER28DHH-M15,BOBBIN,P,R001,VS052U0C
MAG90984Z,PM-EER28DHH-M16,BOBBIN,P,R001,VS052U0C
MAG90985Z,PM-EER28DHH-M17,BOBBIN,P,R001,VS052U0C
MAG90986Z,PM-EER28DHH-M18,BOBBIN,P,R001,VS052U0C
MAG90991G,PM-EER39AH-M1,BOBBIN,P,R001,VS010U0C
MAG91001G,PM-EER35CH-M1,BOBBIN,P,R001,VS015U0C
MAG91002G,PM-EER35CH-M2,BOBBIN,P,R001,VS015U0C
MAG91003G,PM-EER35CH-M3,BOBBIN,P,R001,VS015U0C
MAG91005G,PM-EER35CH-M5,BOBBIN,P,R001,VS015U0C
MAG91010G,PM-EER35CH-M10,BOBBIN,P,R001,VS052U0C
MAG91011G,PM-EER42AH-M1,BOBBIN,P,R001,VS015U0C
MAG91013G,PM-EER42AH-M3,BOBBIN,P,R001,VS015U0C
MAG91026G,PM-EEH29EH-M1,BOBBIN,P,R001,VS015U0C
MAG91027G,PM-EEH29EH-M2,BOBBIN,P,R001,VS015U0C
MAG91028G,PM-EEH29EH-M3,BOBBIN,P,R001,VS015U0C
MAG91029G,PM-EEH29EH-M4,BOBBIN,P,R001,VS015U0C
MAG91031G,PM-EEH29EH-M6,BOBBIN,P,R001,VS015U0C
MAG91035G,PM-EEH29EH-M10,BOBBIN,P,R001,VS015U0C
MAG91036G,PM-EER35A-2SH-M1,BOBBIN,P,R001,VS010U0C
MAG91037G,PM-EER35A-2SH-M2,BOBBIN,P,R001,VS010U0C
MAG91038G,PM-EER35A-2SH-M3,BOBBIN,P,R001,VS010U0C
MAG91041G,PM-EEH29F-2SH-M1,BOBBIN,P,R001,VS010U0C
MAG91044G,PM-EEH29F-2SH-M4,BOBBIN,P,R001,VS010U0C
MAG91058G,PM-EPC13AH-K3,BOBBIN,P,R001,VS013U0H
MAG91091G,PM-EE25BH-M1,BOBBIN,P,R001,VS015U0C
MAG91092G,PM-EE25BH-M2,BOBBIN,P,R001,VS015U0C
MAG91094G,PM-EE25BH-M4,BOBBIN,P,R001,VS015U0C
MAG91101G,PM-EER-35H-M1 P-3508,BOBBIN,P,R001,VS017U0C
MAG91103G,PM-EER-35H-M3 P-3508,BOBBIN,P,R001,VS017U0C
MAG91104G,PM-EER-35H-M4 P-3508,BOBBIN,P,R001,VS017U0C
MAG91131G,PM-EI19UH-M1,BOBBIN,P,R001,VS013U0H
MAG91172G,PM-EEH29EH-M12,BOBBIN,P,R001,VS015U0C
MAG91173G,PM-EEH29EH-M13,BOBBIN,P,R001,VS015U0C
MAG91174G,PM-EEH29EH-M14,BOBBIN,P,R001,VS015U0C
MAG91201G,PM-EER42CH-M1,BOBBIN,P,R001,VS015U0C
MAG91204G,PM-EER42CH-M4,BOBBIN,P,R001,VS015U0C
MAG91231G,PM-EER28DH-M1,BOBBIN,P,R001,VS010U0C
MAG91233G,PM-EER28DH-M3,BOBBIN,P,R001,VS010U0C
MAG91237G,PM-EER28DH-M7,BOBBIN,P,R001,VS010U0C
MAG91238G,PM-EER28DH-M8,BOBBIN,P,R001,VS010U0C
MAG91239G,PM-EER28DH-M9,BOBBIN,P,R001,VS010U0C
MAG91240G,PM-EER28DH-M10,BOBBIN,P,R001,VS010U0C
MAG91241G,PM-EEHS29DH-M1,BOBBIN,P,R001,VS015U0C
MAG91242G,PM-EEHS29DH-M2,BOBBIN,P,R001,VS015U0C
MAG91243G,PM-EEHS29DH-M3,BOBBIN,P,R001,VS015U0C
MAG91245G,PM-EEHS29DH-M5,BOBBIN,P,R001,VS015U0C
MAG91247G,PM-EEHS29DH-M7,BOBBIN,P,R001,VS015U0C
MAG91260G,PM-EI28BH-ML1,BOBBIN,P,R001,VS015U0C
MAG91280G,PM-EI25FH-M1,BOBBIN,P,R001,VS010U0C
MAG91331G,PM-EE19C-2SH-M1,BOBBIN,P,R001,VS013U0H
MAG91354G,PM-EI16BH-M14,BOBBIN,P,R001,VS017U0C
MAG91355G,PM-EI16BH-M15,BOBBIN,P,R001,VS017U0C
MAG91356G,PM-EI16BH-M16,BOBBIN,P,R001,VS017U0C
MAG91371G,PM-EEH26CH-M1,BOBBIN,P,R001,VS015U0C
MAG91373G,PM-EEH26CH-M3,BOBBIN,P,R001,VS015U0C
MAG91377G,PM-EEH26CH-M7,BOBBIN,P,R001,VS015U0C
MAG91378G,PM-EEH26CH-M8,BOBBIN,P,R001,VS015U0C
MAG91382G,PM-EER25.5B(TOWA)-M2,BOBBIN,P,R001,VS022J0J
MAG91391G,PM-EEH26FH-M1,BOBBIN,P,R001,VS017U0C
MAG91394G,PM-EEH26FH-M4,BOBBIN,P,R001,VS017U0C
MAG91395G,PM-EEH26FH-M5,BOBBIN,P,R001,VS017U0C
MAG91423G,PM-EEH30AH-M3,BOBBIN,P,R001,VS010U0C
MAG91424G,PM-EEH30AH-M4,BOBBIN,P,R001,VS010U0C
MAG91425G,PM-EEH30AH-M5,BOBBIN,P,R001,VS010U0C
MAG91426G,PM-EEH30AH-M6,BOBBIN,P,R001,VS010U0C
MAG91427G,PM-EEH30AH-M7,BOBBIN,P,R001,VS010U0C
MAG91431G,PM-EPC19-M1 P-1917,BOBBIN,P,R001,VS017U0C
MAG91444G,PM-EER42AH-M14,BOBBIN,P,R001,VS015U0C
MAG91447G,PM-EER42AH-M17,BOBBIN,P,R001,VS015U0C
MAG91473G,PM-EER35CH-M13,BOBBIN,P,R001,VS015U0C
MAG91476G,PM-EER35CH-M16,BOBBIN,P,R001,VS015U0C
MAG91477G,PM-EER35CH-M17,BOBBIN,P,R001,VS015U0C
MAG91504G,PM-EEHS29CH-M9,BOBBIN,P,R001,VS015U0C
MAG91511G,PM-EERL49BH-M1,BOBBIN,P,R001,VS015U0C
MAG91512G,PM-EERL49BH-M2,BOBBIN,P,R001,VS015U0C
MAG91514G,PM-EERL49BH-M4,BOBBIN,P,R001,VS015U0C
MAG91521G,PM-EEH26EH-M1,BOBBIN,P,R001,VS015U0C
MAG91522G,PM-EEH26EH-M2,BOBBIN,P,R001,VS015U0C
MAG91524G,PM-EEH26EH-M4,BOBBIN,P,R001,VS015U0C
MAG91525G,PM-EEH26EH-M5,BOBBIN,P,R001,VS015U0C
MAG91526G,PM-EEH26EH-M6,BOBBIN,P,R001,VS015U0C
MAG91528G,PM-EEH26EH-M8,BOBBIN,P,R001,VS015U0C
MAG91529G,PM-EEH26EH-M9,BOBBIN,P,R001,VS015U0C
MAG91530G,PM-EEH26EH-M10,BOBBIN,P,R001,VS015U0C
MAG91541G,PM-EER35EH-M1,BOBBIN,P,R001,VS017U0C
MAG91542G,PM-EER35EH-M2,BOBBIN,P,R001,VS017U0C
MAG91543G,PM-EER35EH-M3,BOBBIN,P,R001,VS017U0C
MAG91544G,PM-EER35EH-M4,BOBBIN,P,R001,VS017U0C
MAG91545G,PM-EER35EH-M5,BOBBIN,P,R001,VS017U0C
MAG91561G,PM-EED29CH-M11,BOBBIN,P,R001,VS015U0C
MAG91562G,PM-EED29CH-M12,BOBBIN,P,R001,VS015U0C
MAG91581G,PM-EE13AH-M1,BOBBIN,P,R001,VS044U0V
MAG91583G,PM-EE13AH-M3,BOBBIN,P,R001,VS044U0V
MAG91584G,PM-EE13AH-M4,BOBBIN,P,R001,VS044U0V
MAG91586G,PM-EE13AH-M6,BOBBIN,P,R001,VS044U0V
MAG91641G,PM-ERL-28HH-M1 P-2809,BOBBIN,P,R001,VS044U0V
MAG91642G,PM-ERL-28HH-M2 PH P-2809,BOBBIN,P,R001,VS044U0V
MAG91643G,PM-ERL-28HH-M3 P-2809,BOBBIN,P,R001,VS044U0V
MAG91644G,PM-ERL-28HH-M4 P-2809,BOBBIN,P,R001,VS044U0V
MAG91645G,PM-ERL-28HH-M5 PH P-2809,BOBBIN,P,R001,VS044U0V
MAG91646G,PM-ERL-28HH-M6 P-2809,BOBBIN,P,R001,VS044U0V
MAG91647G,PM-ERL-28HH-M7 P-2809,BOBBIN,P,R001,VS044U0V
MAG91648G,PM-ERL-28HH-M8 PH P-2809,BOBBIN,P,R001,VS044U0V
MAG91649G,PM-ERL-28HH-M9 P-2809,BOBBIN,P,R001,VS044U0V
MAG91661G,PM-EE-40H-M1 P-4001,BOBBIN,P,R001,VS044U0V
MAG91662G,PM-EE-40H-M2 P-4001,BOBBIN,P,R001,VS044U0V
MAG91740G,PM-EER35FH-M1,BOBBIN,P,R001,VS015U0C
MAG91743G,PM-EER35FH-M4,BOBBIN,P,R001,VS015U0C
MAG91744G,PM-EER35FH-M5,BOBBIN,P,R001,VS015U0C
MAG91745G,PM-EER35FH-M6,BOBBIN,P,R001,VS015U0C
MAG91746G,PM-EER35FH-M7,BOBBIN,P,R001,VS015U0C
MAG91747G,PM-EER35FH-M8,BOBBIN,P,R001,VS015U0C
MAG91748G,PM-EER35FH-M9,BOBBIN,P,R001,VS015U0C
MAG91749G,PM-EER35FH-M10,BOBBIN,P,R001,VS015U0C
MAG91782G,PM-EER25AH-M2,BOBBIN,P,R001,VS013U0H
MAG91783G,PM-EER25AH-M3,BOBBIN,P,R001,VS013U0H
MAG91784G,PM-EER25AH-M4,BOBBIN,P,R001,VS013U0H
MAG91821G,PM-EER40AH-M1,BOBBIN,P,R001,VS017U0C
MAG91831G,PM-EEH29KH-M1,BOBBIN,P,R001,VS015U0C
MAG91832G,PM-EEH29KH-M2,BOBBIN,P,R001,VS015U0C
MAG91833G,PM-EEH29KH-M3,BOBBIN,P,R001,VS015U0C
MAG91834G,PM-EEH29KH-M4,BOBBIN,P,R001,VS015U0C
MAG91842G,PM-EE16JH-M2,BOBBIN,P,R001,VS013U0H
MAG91843G,PM-EE16JH-M3,BOBBIN,P,R001,VS013U0H
MAG91852G,PM-EEX31AH-M2,BOBBIN,P,R001,VS013U0H
MAG91853G,PM-EEX31AH-M3,BOBBIN,P,R001,VS013U0H
MAG91857G,PM-EEX31AH-M7,BOBBIN,P,R001,VS013U0H
MAG91910G,PM-EI33CH-M1,BOBBIN,P,R001,VS015U0C
MAG91921G,PM-EERL49CH-M1,BOBBIN,P,R001,VS017U0C
MAG91925G,PM-EERL49CH-M3,BOBBIN,P,R001,VS017U0C
MAG91931G,PM-EER-25-M1 HC-2517,BOBBIN,P,R001,VS015U0C
MAG91941G,PM-EER42EH-M1,BOBBIN,P,R001,VS017U0C
MAG91942G,PM-EER42EH-M2,BOBBIN,P,R001,VS017U0C
MAG91943G,PM-EER42EH-M3,BOBBIN,P,R001,VS017U0C
MAG91947G,PM-EER42EH-M7,BOBBIN,P,R001,VS017U0C
MAG91949G,PM-EER42EH-M9,BOBBIN,P,R001,VS017U0C
MAG91950G,PM-EER42EH-M10,BOBBIN,P,R001,VS017U0C
MAG91971G,PM-EEH22EH-M1,BOBBIN,P,R001,VS017U0C
MAG91972G,PM-EEH22EH-M2,BOBBIN,P,R001,VS017U0C
MAG91981G,PM-EEH26H-2SH-M1,BOBBIN,P,R001,VS010U0C
MAG91982G,PM-EEH26H-2SH-M2,BOBBIN,P,R001,VS010U0C
MAG92001G,PM-EER35GH-L1,BOBBIN,P,R001,VS017U0C
MAG92002G,PM-EER35GH-L2,BOBBIN,P,R001,VS017U0C
MAG92003G,PM-EER35GH-L3,BOBBIN,P,R001,VS017U0C
MAG92004G,PM-EER35GH-L4,BOBBIN,P,R001,VS017U0C
